L1	rómv. taltekn fyri 50
lógligur	1(løgfr.)legal, legitimate2(heldurgl.)lawful3(gyldugureis.)valid4(í mótsetning til illicit) licit(t.d.the world's licit supplies of heroin)5[l]lógligur arvingilegal heir;lógligur arvur(kann verða endurgivið) [statutory share of inheritance];við lógligum og ólógligum brøgdumby hook or by crook;lógligur eigarilawful owner;lógligt forfalla valid excuse for being absent;uttan lógligt forfallabsence without due cause;lógligt gjaldoyralegal tender;á lógligan háttby (every) lawful means; (gjøgnum rættin) through the courts; lawfully, legally, duly;lógligar grundirvalid(el.good) reasons;vera í sínum lógliga kallibe about one's lawful business;gera lógligtlegalize;lóglig umberingvalid excuse;lógligt verkfallofficial strike;í lógligum ørindumon lawful business6[sumhj] ­ly; duly;hetta er lógliga nógvthis is a bit much;berast lógliga fráhave a valid excuse for being absent; be unavoidably prevented (from attending)(GG:Mr X acted as chairman in the unavoidable absence of Mr Y);lógliga fráboðað uppsøgnnotice duly given(el.served);lógliga kvittaðduly receipted;lógliga valdurduly elected; [í týdninginum: í meira lagi] rather, a bit(t.d.it is a bit heavy for me; rather too warm; you are rather late; his nose is a little on the large side; he is too clever by half; it's a bit late to be thinking of that now)
lógloysi	lawlessness
lóglýdni	law-abidingness, respect for the law
lóglýðin	law-abiding
lógskipan	(løgfr.)síløgskipan
lógsókn	(løgfr.)(legal) proceedingsflt.action, suit, lawsuit;beinleiðis lógsókn(fyri ES-dómstól) direct action;fara undir lógsókninstitute(el.commence) (legal) proceedings;hótta við lógsóknthreaten proceedings;taka lógsókn afturwithdraw the action;kollektiv lógsóknclass action;lógsókn um afturgjaldaction for recovery of payment
lógsøgn	(løgfr.)jurisdiction; franchise
lógsøkja	(løgfr.)plaintiff; (skotskur) pursuer;málskrav lógsøkjarans varð havnaðthe plaintiff's claim was dismissed;dómur í samsvari við málskrav lógsøkjaransjudgement for the plaintiff;taka málskrav lógsøkjarans til eftirtektarfind for the plaintiff
lógsøkjari	(løgfr.)sue, commence
lógtíðindi	Gazette
lógu	síliggja
lógv1	(fugl.)european golden plover(Pluvalis apricaria)(Linnaeus, 1758); Eurasian dotterelsíkviðreyð lógv; grey ploversífjørulógv©iStock
lógv2	sandy beach
lógv3	nap, pile; (á teppi) pile;klæði við lógvnappy material;við slitnari lógvnap-worn, threadbare, worn thin;móti lógviniagainst the nap, the wrong way
lógva1	(kvæð.)wolf (down)(t.d.one's dinner); eat ravenously(el.greedily); gobble up; eat up, devour(t.d.the wolf devoured the lamb)
lógva2	(um klæði) be nappy
lógvabrestur	clapping, applause
lógvaklapp	applause, clapping (of hands), plaudits
lógvakøka	(stb.)síflatkøka
lógvamatur	(tlm. uml. =)(improvised) sandwich
lógvatak	handshake,taka lógvatak saman um taðshake hands on it
lógvavøttur	(stb.)[mitten with thumb only]
lógvi	1flat of the hand, palm (of the hand);taka upp í lógvantake a handful (of something);(tilt.) verða borin á lógvumbe carried in one's hands;mær skríður í lógva eftir atI really feel like + ing2[woollen glove open in the front and without fingers]3very small halibut4small piece of land
lók	bungler
lóka	be butter-fingered, be all thumbs
lókaligur	(sj.)bungling
lókra	(sj.)sílóka
lóku	síleka
lókur	blunderer, bungler
lókutur	clumsy, awkward, butter-fingered, all thumbs
lómur	(fugl.)red-throated loon(Gavia stellata)(Pontoppidan, 1763);(tilt.) sum lómur í grasiclumsy, maladroit, blundering, bungling; yellow-billed loonsínevgulur lómur, black-throated loonsíøssvartur lómur©iStock
lón1	1(kvæð.)meadow2(stn.) sílón2
lón2	(stn.)cove
lónspógvi	(fugl.)bar-tailed godwit(Limosa lapponica)(Linnaeus, 1758)© WIkimedia Commons
lósu	sílesa
lótir	1gestures, manners;í osb: hann hevur verið í lótum fyrrhe has tried that before, he is experienced2dissimulation, hypocrisy, pretence(t.d.make a pretence of doing it); putting on airs(t.d.put on an air of innocence)
LSD	(evnafr.)LSD
lubbi	sílubbur
lubbur	(big) fat body (, person),ein ordiligur lubburbig child
lubbutur	thick, fat, chubby
ludo	(spæl) ludo;(am. eis.)parcheesi
luður	(sj.)sílunnur
luft	1air2(atmosfera) air, atmosphere3(pláss, millumrúm) space, clearance;(prent.)space4(loftevni) gas5(vindgangur) flatus, wind6[ísamb.viðnogl]atmosferisk luftatmospheric air;dálkað luftpolluted air;eitrað luftpoisonous gas;flótandi luftliquid air;klár luftclear weather;køld luft var millum teirrarelations between them were cool;rein luftfresh air;anda reina luftget a breath of (fresh) air;ring luftfoul(el.badel.stale) air;tættað luftcompressed air;lættari enn luftlighter than air;tyngri enn luftheavier than air7[ísamb.viðs]fáa luftbreathe;fáa luft fyri e-mget sth off one's chest, give vent to sth;fáa luftina afturget one's second wind;fáa luft undir veingirnar (fl.m.)try one's pinions; get a chance (to show what one can do);(tlm.)get a chance to show your stuff;eldurin fekk luftthe fire blazed up;geva luft(plásso.s.fr.)make room, let in light and air; give vent to(t.d. one'sanger, feelings, grief);(fl.m.) hann mátti hava lufthe had to let off steam;eg má hava luft! (fl.m.)it's got to come out!;missa luftina(um slangu) go down, go flat;reinsa luftinapurify the air;(fl.m.)clear the atmosphere(el.the air);sleppa luftini úr einum dekkideflate a tyre;sleppa luftini úrbleed(t.d.a radiator)8[ísamb.viðfs]liva av luftlive on air;turt av luftwithout a fall of rain (, snow);í luftiniin the air(t.d.birds in the air; our forces at sea, on land, and in the air);kuldi er í luftinithere is coldness in the air;tað er eingin luft í framhjólinumthe front tyre is flat;bresta í luftinablow up;(tlm.)go up;hanga í leysari luftfloat in the free air, be utterly groundless;tað er vár í luftinispring is in the air;fara í luftina (flogm.)take off;(útv, sjv)go on the air; blow up;(tlm.)go up;hevja seg í luftinisoar;tað liggur í luftiniit is in the air(t.d.that he is going to be fired);spreingja í luftinablow up, blow(t.d.a bridge);sveima í leysari luftfloat in the air; hang(el.be suspendedel.be poised) in mid-air; hover; (einki grundarlag at hava) be without foundation, be baseless;ætlanirnar sveima í leysari lufthis project is (up) all in the air(GG:he is building castles in the air);tikið úr leysari luft (fl.m.)utterly unfounded(t.d.the rumour is utterly unfounded); baseless; pure imagination(t.d.your suspicions are pure imagination);uppi í luftiniup in the air;(tilt.) vera í luftinibe beside onself with joy (, with rage)
lufta	lufta út air(t.d.a room, linen); ventilate; (áðrenn pappír verður sett í prentara) fan
luftaður	(stb.)í osb: hann er so illa luftaður the sky looks so threatening
luftballón	balloon
luftbløðra	(í vætu, glasio.s.fr.)(air) bubble; (í málingeis.)blister
luftborur	pneumatic drill
luftbremsa	air(el.pneumatic) brake
luftbylgja	air wave; (eftir spreinging) blast wave
luftbyrsa	air gun
luftevni	(alisfr.) síloftevni
luftfiltur	air filter
luftgóðska	air quality
luftgóður	with clean air
lufthav	sílofthav
lufthol	(flogm.)air hole, air pocket
lufting	airing(t.d.of clothes, of a room)
luftkoddi	air bag; sí eis.stoytkoddi
luftkøldur	(tøkn.)air-cooled
luftkøling	(tøkn.)air cooling
luftlag	stratum of air; atmospheric layer; (millumrúm) airspace;í hægru luftløgunumin ethereal regions; up in the clouds.
luftlop	(ítr.)(í fimleiki) somersault
luftnaður	(um upphongdan fisk) seasoned,luftnaður fiskurseasoned fish
luftningur	a little seasoned fish
luftnýggjan	síluftskifti
luftskifti	(í húsum) air change
luftskip	(flogm.)airship;luftskip sum kann stýrastdirigible (airship)
lufttómur	evacuated, exhausted;lufttómt rúmvacuum
lufttrýst	1(veðurfr.)(atmospheric) pressure, air pressure, lágtlufttrýst (eis.)depression2(í spreinging) blast
luftturka	air-dry
lufttættur	1hjhermetically(t.d.hermetically sealed)2airtight, hermetic;(flogm.) lufttøtt kabinaairtight carbin;lufttættur pakningurair seal
luftvorðin	gaseous;í luftvorðnum standiin gaseous condition/state
luftvætari	(tøkn.)evaporator, vaporizer
lugar	(skip.)cabin; (til manning) forecastle, fo'c'sle
luggar	(skip.,sj.) sílugar
luggatak	(stb.)taka eitt luggatak í e-n take sby by the scruff of the neck; collar sby
luggur	tuft of hair, wisp (of hair),hann tók niður í luggin á honumhe grabbed him by the hair
lugu	sílúgva 1
lukka	(good) fortune, (good) luck, prosperity, success,til lukkucongratulations!, I congratulate you(viðon);til lukku við føðingardegnum!many happy returns (of the day)!, happy birthday!;góð lukka í teg!May (good) fortune follow you, may God protect you!;lukkan fatti teg!(góðynski);(blíðm.): lukka(n)!my dear!;ja, lukkayes, my dear;til alla lukkufortunately, luckily, as luck would have it
lukkast	1succeed, prosper,honum lukkaðist at gera taðhe succeeded in doing it2catch(t.d.the boat, the train);eg lukkaðist til skipiðI caught the ship;(tlm.)make(t.d.can we make the ten-thirty?); manage to do,eg lukkist ikki at fáa hetta liðugtI don't manage to do this in time
lukkubarn	a child of fortune
lukkuborin	fortunate, lucky
lukkudrukkin	ecstasies, blissful, enraptured
lukkudýr	person favoured by good luck, fortune's child,hann er eitt lukkudýrhe is born lucky(el.under a lucky star), he is the spoiled darling(el.child) of fortune
lukkukensla	happiness
lukkuligur	1happy;í osb: tað er ikki lukkuligtit is nothing to joke about;tað er ikki lukkuligt at vera á fjøllunum í hesum lagnumit is no joke being in the mountains in these conditions;tað verður ikki lukkuligt fyri teg gloymir tú taðGod help you if you forget it!;tað var ikki lukkuligt at traðka á breyðmolato thread on a breadcrumb was almost a sacrilege;tað er ikki lukkuligt sum her sær útthis place looks like nothing on earth;tað er ikki lukkuligt sum tað tekur langa tíðit takes an awful time;tað var ikki lukkuligt, sum hann deildiit was dreadful the way he quarrelled2hj-ligahappily(t.d.be happily married)
lukkumaður	man of fortune
lukkupengi	lucky coin
lukkurám	piece of good luck
lukkusamur	happy
lukkusignað	my friend!, my dear!;tað hevur ongan skund, lukkusignaðthere is no hurry, my friend!
lukkusleingin	lucky by chance
lukkuspæl	(spæl) hazard, game of chance; (tað at spæla lukkuspæl) gambling;(fl.m.)gamble(t.d.it's a gamble);missa pening í lukkuspælilose one's money (at) gambling
lukkusæla	bliss
lukkusælur	happy, blissful
lukkutal	lucky number
lukkutíð	1hjlukkutíðfortunately, luckily, by good fortune, as (good) luck would have it; be fortunate for sby, lukkutíð fyri megit was fortunate for me2happy time, fortunate time, happy period
lukkuynski	congratulation(t.d.please accept my heartfelt congratulations on the occasion; congratulations on your appointment!);(forml.)felicitation;taka ímóti lukkuynskjumbe congratulated
Luksemborg	Luxemburg
luksus	luxury(t.d.live in the lap of luxury)
lukta	1smell sth(t.d.smell a flower);lukta at e-msmell at sth(t.d.the dog smelled at the bone);lukta seg framsmell one's way;lukta seg til eitt (eis. fl.m.)smell (out) sth2smell(t.d.that dog of yours smells; I can smell the sea from here);tað luktar illa (, deiligt)it smells bad (, lovely);maturin luktar vælthe food smells good;lukta av el. í (e-m)smell of(t.d.smell of tobacco); smell like(t.d.it smells like camphor);har luktaði av hvítleykithere was a smell of garlic;lukta illaav smell strongly of;húsið luktar alt av tubbakithe whole house smells of (sterkari: reeks of) tobacco;hann luktar av whiskyhis breath smells(el.reeks) of whisky;luktandismelling; (sum luktar illa) rank, smelly, malodorous, evil-smelling, stinking
luktilsi	scent, perfume(t.d.synthetic perfumes);luktilsi(sum vøra,eis.)perfumery
luktilsisblomstur	(stb., barn.)orchid
luktilsisglas	scent bottle
luktleysur	odourless, non-smelling; scentless;gera luktleysandeodorize
luktnerv	(lívfr.)olfactory nerve
luktsansur	sense of smell(t.d.a keen sense of smell);(lækn.)olfactory sense; olfaction
luktur1	smell, odour
luktur2	closed, covered
luku	sílúka2
lulla1	(barn.)bed,fara í lullunago to bye-byes
lulla2	(barn.)sleep
lumbra	(stb.)pound, break, smash
lumbur1	í osb: farin í lumbur broken, smashed, crushed;í lumbriin bits and pieces;kóka upp í lumburboil to pieces
lumbur2	(kortsp.)ombre, (stakt spæl) game of ombre
lummabók	notebook; diary
lummafilosoffur	(uml. =) homespun(el.cracker-barrel) philosopher
lummafilosofi	homespun philosophy
lummafjøður	(fugl.)shoulder feather
lummafløska	hip flask
lummafóður	pocketing
lummaglas	hip flask
lummaklútur	handkerchief,(tlm.)hankie;Snose rag
lummaklæði	sílummaklútur
lummaknívur	(gl.)pocket knife, penknife
lummalykt	(electric) torch,(serl. am.)flashlight
lummapengar	pocket money;10 pund í lummapengum£10 pocket money
lummaroknari	(pocket) calculator
lummaskoyti	(bát.)[method by which a new handle is fixed to an oar (by scarfing)]
lummaslagskip	(herm., sigl.)pocket battleship
lummaspini	(bát.)[knitted cover on the oar handle to protect the hands]
lummastødd	pocket size; (vestalummastødd) vest-pocket size(GG:a pocket(el.miniatureel.tinpot) Napoleon; a pocket book edition)
lummatennis	Spocket billiards;(am.)pocket pool
lummatjóvur	pickpocket;(am.)Sjostler;ansið eftir lummatjóvum!beware of pickpockets!
lummaturriklæði	sílummaklútur
lummaull	fluff;(am.)lint
lummaur	(pocket) watch
lummhentur	[with hands numb with cold]
lummi	(klæð., tøkn., bil., flogf., herm., fl.m.)pocket;gjalda tað úr egnum lummapay it out of one's own pocket;(am. tlm.) dig down;fullur lummi ava pocketful(t.d.a pocketful of money);ganga hendur í lummaidle, loaf, laze, slack;hava pengar í lummanumbe flush (with money);hendur í lummawith one's hands in one's pockets;kenna tað sum sín egna lummaknow it like the back(el.palm) of one's hand, know it inside out(el.back to front);stinga eitt í egnan lummapocket sth(t.d.the profits)
lummur	oar handle
lumpa	take in, dupe, trick, cheat, deceive, swindle, humbug, delude, impose upon, outfox, fool(t.d.you can't fool me);(tlm.)bamboozle, con, diddle, have, do;Slead up the garden path, put one over on(GG:the gangsters were outsmarted by another gang);verða lumpaður, lata seg lumpabe fooled (, taken in, duped,o.tíl.);allow oneself to be imposed upon, be led astray(t.d.by false information);(tlm.)be had; be properly had;tann klóki lumpar tann minni klóka(kann verða endurgivið) fools make feasts, and wise men eat them;har lumpaði eg teg!I had(el.fooled) you there!lata seg lumpa av útsjóndbe deceived by appearances;lumpa seg sjálvandeceive(el.delude) oneself(t.d. don'tdelude yourself into the belief that you are a genius);meg lumpar tú ikki so lættI am no fool; you can't fool me;lumpa e-t frá e-mtrick someone out of something
