kabarett	cabaret, show
krosshválv	(byggil.)cross-vault(ing), groined vault(ing)
krosshøvd	(tøkn.)crosshead
krosskasta	cross,krosskasta beininicross one's legs
krossklúgva	split cross-wise
krosslagdur	crossed, við krossløgdum ørmumwith folded arm;við krossløgdum beinumcross-legged; (jarðfr.)krosslagdar fláircross-bedded seams
krossmerki	(kirkj.)the sign of the cross
krossmerktur	marked with a cross
krossmessa	the Finding of the True Cross (3 May)
krossmessuposi	(ným. : posi við brúktum klæðum)cast-off(el.discarded) clothes;(tlm.)hand-me-downs(t.d.coat was a hand-me-down from her sister)
krossmessuríð	[bad weather round about 3 May]
krossmessusnertur	[storm which usually takes place atkrossmessa]
krossmongd	(støddfr.)cartesian product
krossmynd	crucifix
krossnev	(fugl.)red crossbill(Loxia curvirostra)(Linnaeus, 1758);vongblikut krossnevtwo-barred crossbill(Loxia leucoptera(Gmelin, JF, 1789)(Loxia curvirostra - male) ©iStock
krossorð	síkrossorðagáta
krossorðagáta	crossword (puzzle)(t.d.do (, solve) a crossword);høvundi til krossorðagátucrossword setter
krossorðahøvundur	cruciverbalist
krossristing	[the act of making the sign of the cross]
krossskipan	(stfr.)coordinate system
krossskipanarásur	(stfr.) coordinate axis
krossstingur	(handarb.)cross-stitch;seyma krossstingwork in cross-stitch
krossstuðul	(bú.)cross subsidisation
krosstal	(støddfr.)co-ordinate
krosstilvísing	(teld.)cross-reference
krosstræ	1the wood of the cross2(á skipi) cross-tree
krossur	1cross (wood in the form of a cross),Jesus doyði á krossinumJesus died on the cross;deyðin á krossinum (átr.)the Crucifixion;(bíbl.)the Death of the Cross;(bíbl.) krossins orðthe seven Words from the Cross, the Seven Last Words;(fl.m.) bera kross sínsuffer;(fl.m.) krúpa til krossinhumble oneself, eat humble pie, kiss the rod, climb down;(fl.m.) bera sín krossbear one's cross;hvør hevur sín kross at berawe all have our cross to bear2rista krossmake (, cut) the sign of the cross3(leggja, liggja) á krosscross sth;á krosscrossed; crosswise;leggja armarnar á krossfold(el.cross) one's arms;leggja beinini á krosscross one's legs;(sita) fót á kross(sit) cross-legged4seta krossput a cross;seta kross á atkvøðuseðilinmark the ballot paper with a cross;seta kross viðmark with a cross(t.d.the scene of the crime is marked with a cross); put a cross against(t.d.the name of the candidate);(tónl.) seta kross viðsharpen5(fl.m.)news6Blái krossur[a Christian temperance society];Reyði krossurthe Red Cross
krossvegur	crossroads
krossviður	plywood
krot	cutting out, carving (in wood)
krota1	1(helst íflt krotur) chitterlings; greaves, scraps2(niðr., stb.)nonentity,(t.d.he surrounded himself with nonentities)
krota2	cut out, carve (in wood),fínt og listarliga útkrotaðdelicately and artistically carved
krotumjøl	[kind of fishmeal for fodder]
krotusmiður	1(niðr.)incompetent artisan, incompetent craftsman (carpenter, cabinet-maker (, joiner)2(sj.)unprofessional smith
krotuverk	(beautiful) carving, carvings
krov	1carcass, carcase2(skemt um fólk) trunk,Gud náði hansara synduga krov fái eg fatur á honumGod help him if I ever get hold of him!
krova	1(sj.)slaughter (a lamb)2grab, feather one's nest;hann vil krova sær althe wants to grab everything;krovast eftir (e-m)scrape(t.d.money) together
krovásur	(í hjalli) [beam on which the carcasses are hung for drying]
kroykin	bent, bowed, crooked, crouched:hin gamli sat kroykin við eldinthe old man was sitting bent by the fire;kroykin í knøunumwith bent knees
kroys	(stb., sj.)hatta er eitt kroys he is so sensitive to cold; he is a Chilly-Willy
kroysa	cottage, shed, hut, shanty, shack
kroysast	her health is delicate, she is delicate;hon er farin at kroysastshe is well advanced in pregnancy
kroysin	(gl.)sensitive to cold
kroyst	1hug, embrace,hann gav henni eitt kroysthe gave her a hug2sentimental stuff,(tlm.)sob stuff;kom ikki aftur við hasum kroystinumdon't give me that sentimental drivel3(um fólk) poor creature, poor fish, poor thing, poor devil,eitt gamal kroystan old dodderer;tú ert eitt kroystyou are a whiner4(stb.)[fish enough for a portion of fishballs]
kroysta	1squeeze, press,kroysta e-t samansqueeze sth together, flatten sth;kroysta seg saman á baksetrinumsqueeze into the back seat; flatten(t.d.they flattened their noses against the shop window)2squeeze sby,hug sby; cuddle sby,clasp(el.fold) sby in one's arms; press sby close to one;kroysta seg inn at e-m(kelin;t.d.um barn) nestle(el.snuggle) up to sby; (kelið) cuddle up to sby; (óttafullur) press close against sby3(níva)hann er kroystur av loyndarmálinumthe secret weighs heavily on him; the secret preys on his mind;hesin skattur kroystir arbeiðsmannin illathis tax hits the labourer hard4(noyða) press(t.d.he pressed me to do it);(eis. fl.m.)pressure; extort,kroysta pening úr honumextort money from him;(tlm.)soak him; blackmail him; squeezekroysta skatt úr teimumsqueeze taxes out of them;hann ger ikki meira, enn hann er kroystur til at gerahe only does what is absolutely necessary; force,kroysta seg at flenna (smílast)force a laugh (, a smile);hann kroysti seg at smílasthe forced himself to smile;kroysta mat niður í segforce some food down; force oneself to eat sth;kroysta ein temunn niður í segforce oneself to swallow a cup of tea;kroysta e-n at aktaforce sby to obey;verða kroystur at gera e-t (eis.)be made to do sth(t.d.they were made to pay);hann rindar bara um hann verður kroystur til tað (eis.)he will only pay under compulsion;hann varð kroystur at gera tað (eis.)he did it under compulsion;hann varð kroystur at koma við5(kýta seg)kroysta segexert oneself;sita og kroystast við e-mexert oneself in order to get something off one's hands6kroysturvery hard up (for money), in great distress7kroysta seg saman í pínuwrithe(t.d.with agony)8kroysta knettimake fishballs;fáa at kroystacatch enough for a meal of fishballs
kroystin	(sj.)síkroysin
kroysting	hug,kossar og kroystingarkisses and hugs
kroystiverkir	(lækn.)bearing-down pain, second-stage contraction; antepartum contractions, second-stage labour pains
kroystur	constrained (t.d.a constrained polite laugh);eg eri kroystur (, kenni meg kroystan) at skrivaI feel constrained to write
kroystutur	doubtful, in doubt, irresolute; whining;eitt kroystut fólk (eis.)waverer
kró1	(stb.) í osb: spæla króplay hide-and-seek
kró2	(um ljóð hjá ravni) the raven's croak
króa	1(um fugl) (kráka) caw; (ravnur) croak2(um fólk) cough and hawk,gongur og harkar og króar
krógv1	1[turf store]2(fl.m.sagt við børn:)tú mást ikki kasta í krógvdon't you chuck your clothes all over
krógv2	1(herbergi) inn2(vertshús) public-house; pub; (gld.) tavern;hava krógvkeep an inn;á einari krógvin(el.at) an inn, in a public-house, in a pub;krógvin (har) á staðnum (tlm.)(bara bretskt) the local
krógva	hide, put to one side,krógva og blunda el. blunda og krógvaplay hide-and-seek,krógva og leita=krógva og blunda;krógva seghide (oneself);krógva seg burturkeep out of sight (in order to avoid people),hann krógvaði seg burtur allan daginhe kept out of sight all day
krógvingarleikur	"hide-and-seek"
króka	bend (down), bow, curve,krókastturn and twist(t.d.the stream (, the road) turns and twists); wind(t.d.the road winds up the hill); (um veg og áeis.)meander
krókaður	winding, tortuous, twisting(t.d.path); with many twistings and turnings(t.d.of a stone dyke or wall)
krókatos	gossip, tittle-tattle; (sterkari) scandalmongering; scandal, (ill-natured) gossip
krókkeppur	síkrókstavur
króknøs	hooknose, hooked nose;við króknøs (eis.)hook-nosed
krókseta	(sj.)síkróseta
krókstavur	pastoral staff, crook; (bispestav) crozier
krókur	1bending, winding, curve;(fugl.)hooksummir fuglar hava krók á nevinumsome birds are hook-billed;krókur og lykkjahook and eye;(tilt.) tey eru sum krókur og lykkjathey are inseparable;(Suð.) toga krók sírætta tong22(sj.)hook3(sj.)anchor,skipið liggur fyri krókunumthe ship is(el.rides) at anchor4(í rúmi) corner, nook,kenna hvønn krók av e-mknow the ins and outs of sth; know every inch of sthteir kannaðu hvønn krók í húsunumthey searched every inch of the house;kroysta e-n upp í ein krókforce sby into a corner, corner sby;(fl.m.) verða trongdur í ein krókbe cornered, have one's back to the wall;(tilt.) hatta kemur ikki alt úr góðum krókithis is not all obtained by fair(el.honest) means;úr onkrum fjarum krókiin some out-of-the-way place5stone-carrier6í osb: kasta sær á krókumturn a somersault(t.d.of calves in the spring)7krókarnir[knitting pattern]8grabber, hoarder,hann er góður krókurhe is a good grabber
krókutur	crooked, bent, curved,krókutar gøturtwisted streets;(fl.m.)schemings, devious means, tortuous manoeuvres;hin krókutiscythe,fara eftir hinum krókuta1fetch the scythe2the Devil,gakk til hin krókutago to hell!
krókvegis	along twisted road
krókvegur	1winding road, twisted road2détour, roundabout way,hon gekk ein krókveg, so eingin visti av, hvat ið hon hevði í kvittanum
króna	1(bú.:um gjaldoyra) krone(st kr.; flt.kroner)(GG:orðið ,,crown" verður ongantíð nýtt í hesum týdningi)2(um kongsveldi) Crown
krónulækking	(bú.)devaluation of the (Danish) krone
krónupengi	krone piece
krónustykki	síkrónupengi
krónutal	number of kroner; amount
króseta	1[put (a lamb) temporarily into a quite small enclosure]2mislay,hann hevði krósett myndatólið onkustaðnihe had mislaid his camera somewhere;eg havi krósett taðI have mislaid it
króstaðin	(gl.)(um seyð) [which has been several days without food]
króvertur	innkeeper, landlord (of an inn); publican
krubba	1manger, crib, feed bin2(í fjósi til seyð) pen;krubban[knitting pattern]
krubbali	(Suð.)síkurpali
krubbast	1endeavour, exert oneself, work hard, struggle2crowd, press, shove one another
krubbufjøl	(skip.)bulkhead (in ship's hold)
krubbufressa	crib-biter
krubbusessur	(gl.)seat by the hearth
krubbustrá	(skaldsk.)straw
krukka	(t.d. súltutøjskrukka)pot, jar;(serl.vatnkrukka) pitcher;(serl. gl.)crock;(fornfr.)pitcher, pot, jar; (apotekarakrukka) gallipot;(tilt.) tað er sum mjølið í krukkunilasting, economical in use, which goes a long way;hann lá sum krukkanhe fell as though struck by lightning
krukkubrot	potsherd
krukkuvaksin	pitcher-shaped;(likam.; plfr. eis.)urceolate
krukti	síkrykja
krumm	(um ljóð, gorr hjá ravni),ravnur sigur krumm, krumm, krummthe raven croaks krumm, krumm, krumm
krumma1	the hollow of the hand,upp í eina krummua handful;ein krumma av mjølia handful of meal (, flour); cupped hands
krumma2	(um ravn) croak
krummi	raven
krummtappur	(tøkn.)crank
krummtapsaksil	(tøkn.)crankshaft
krumpali	síkurpali
krumpin	(sj.)narrow, tight, cramped,her er so krumpið innithe room is too small(GG:I feel cramped in this room)
krungla	(stb.)síkrongla
krunk	raven's croak
krunka	(um ravn) croak
krunkandi	raven-black
krunkasvartur	raven-black, coal black,krunkasvart hárcoal black hair
krunksvartur	síkrunkasvartur
krunkur	(fugl., stb.)síraven
krutl	1scrawl, scribble2(sj.)mess, muddle, bungling; fiddling with something
krutla	1scrawl(t.d.a hastily scrawled note), (make a) scrawl, scribble2krutlast við e-tpotter (about), finger (something)
krutlutur	complicated, complex, difficult to make out
krutt	(fisk.)sea scorpion(Acanthocottus)
kruvdi	síkryvja
krúlla1	(tlm.)curl;(serl.í síðum hári) ringlet
krúlla2	(tlm.)(hár) curl; (pappír, klæði) crease, crumple, wrinkle;krúlla særcurl one's hair
krúllijarn	curling iron(el.tongs)
krúllur	síkrillur
krúllutur	1(um hár)curled, curly2(um pappír, klæði) creased, crumpled; (um klæðieis.)wrinkled
krúmmil	chocolate granules; (smáar litaðar sukurkúlur) hundreds and thousands;sí eis.skreytsukur
krúna1	1(tignartekin) crown (King's, Emperor's etc); (pávakrúna) tiara; (aðalskrúna) coronet; (kongsveldi) Crown(t.d.deprive him of the Crown; this forest belongs to the Crown);(bíbl.) ein krúna av tornuma crown with thorns2(stb., sj.)crownel.top (of the head), back of the head, nape of the neck3(plfr.)corolla4tree crown, crown of a tree5(in place names) mountain top6(í binding)krúnur[special pattern for the ankle of a stocking];krúnan[knitting pattern]7(tøkn.)bit
krúna2	(sj.)crown(t.d.crown him King)
krúndiamantbrúdleyp	[sixty-fifth anniversary of a wedding]
krúndiamantur	diamond of a crown
krúnhjørtur	(dýr.)red deer; stag; (við krúnu í horninum) royal stag(Cervus elaphus)©iStock
krúnhvítur	krúnhvítur spurvur white-crowned sparrow
krúnprinsessa	crown princess
krúnprinsur	crown prince;(fl.m. eis.)heir apparent
krúnraka	tonsure;krúnraka særadopt the tonsure
krúnreyður	krúnreyður títlingskongur ruby-crowned kinglet
krúnublað	(plfr.)petal
krúnuhald	(tøkn.)bit-breaker
krúnuhvítur	(seyðal.)sískallahvítur;(fugl.) white-crowned sparrowsíkrúnuhvítur spurvur
krúnuhvítur spurvur	(fugl.)white-crowned sparrow(Zonotrichia leucophrys)(Forster, JR, 1772)©Anders Illum
krúnulittur	(seyðal.)síkrúnusvartur
krúnupípa	(plfr.)corolla tube
krúnuraka	síkrúnraka
krúnureyður títlingskongur	(fugl.)ruby-crowned kinglet(Regulus calendula)(Linnaeus, 1766)Regulus calendula ©Wikimedia Commons
krúnurør	(plfr.)corolla tube
krúnusvartur	(seyðal.)[black on the back of the head]
krúnutur	(seyðal.)sískallahvítur
krúnvitni	king's (, queen's) evidence; (í lýðveldi) state's evidence;standa fram sum krúnvitniturn king's (, queen's, state's) evidence
krúpa	1crawl(t.d.snakes crawled in the grass; worms, insects, lice crawl)2(hoyrist ikki) creep(t.d.the burglars crept in through the window)3(klíva) climb(t.d.over the wall; up on the roof); scramble4(á búkinum) worm one's way(t.d.the soldiers wormed their way under the barbed wire)5wriggle(t.d.the snake wriggled through the grass; I managed to wriggle through the hole)6(plfr.)creep(t.d.creeping willow), trail, run(t.d.running root)7(smúgva)eg kreyp mær burtursteal(t.d.I stole round to the back door);krúpa undanback out, escape (from),tað batar einki at krúpa undanthere is no use escaping8(sleiskao.s.fr.)fawn(fyri e-mon sby), grovel, cringe(fyri e-mtoel.before sby); lick sby's boots; toady to sby9(um hár)stand on end,hárið kreyp á høvdinum av ræðsluthe hair stood on end from terror10(fl.m.) vit kunnu eins væl leypa sum krúpa í taðwe may as well get it over at once; we may as well face the music(GG:why not marry her and have done with it);krúpa til krossinkiss the rod;alt, sum kundi krúpa og gangaevery man Jack, every living thing
