б	part síбы
бре́дить	бре́жу, бре́д|ишь, ~ятipf1.(говорить в бреду) veraслнa-ó-eí ørviti, tosaaðií ørviti; больно́й бре́дил всю ночь tann sjúki lá í ørviti alla [atla] náttina2.Ins(увлекаться) vera hugtikinсоглоснкн.av Дат, vera vekkэнкí Дат, vera býtturсоглav Дат, vera býtturсоглí Дат; она́ бре́дит бале́том hon er púra býtt í ballett [paꞋlεʰtː]
бре́дни	m plurheilaspuniмгл-i; ørvitistosс0о(вздор)
бредово́й	adj1.(кбред 1) ørvitis-; бредово́е состоя́ние ørvitiсгл-i2.(нелепый) vitleysurсогл, svakurсогл{a/ø}, ørurсогл; sum er burturvið [-Ꞌviː]; бредово́й план svøk ætlan, óðamannaverkс0о; бредова́я иде́я óðamannaverkс0о, ørvitisskapurмсогл-ir, vitleys ætlanж0-ir
бредо́вый	adj síбредово́й2
бредя́тина	f tlm., niðr.(нелепые идеи, затеи) høpisloysiсгл-i, óðamannaverkс0о; møsnс0о, svassс0о(вздор, чушь)
бре́згать	ipf(pfпобре́згать)1.Ins,+ inf(отказываться от чего-л.) bjóðaслнey-u-oo-mímóti [-Ꞌmɔu-], vamlastaðiviðo-n, havaнепрstikni tilo-n(Род с личн., мест., иначекн.,уст.), ikki skoytair(t)umo-n; ikki troystaaðisær at+ инф.+доп.; я им бре́згаю hann býður mær ímóti; я бре́згаю сыро́й водо́й eg skoyti ikki um ókókað vatn; я бре́згаю пить э́ту во́ду eg troysti mær ikki at drekka hetta vatnið2.(гнушаться - oftast við nokt.) aftra [aʰtʰɹa]aði(seg); не бре́згатьчем-л.{де́латьчто-л.} ikki aftra seg fyri at gerao-t; не бре́згать ниче́м {никаки́ми сре́дствами} ikki fírair(d)fyri nøkrum, ikki skýggjaaðinakað, ikki aftra seg við at brúka øll [œtl] vápn
брезгли́во	advvið andstygd [an̊s-], við stikni
брезгли́вость	f(отвращение) stikniсгл-i, andstygd [an̊s-]ж0-ir; kræsniсгл-i(привередливость)
брезгли́вый	stfбрезгли́в, ~а, ~о, ~ыadjkræsinсоглосн, vandinсоглосн(kræsin); sum er fullur [-tl-] av andstygd [an̊s-] (гадливый); брезгли́вое чу́вство vamlс0о, mótboðс0о{0<>i}; и́м овладе́ло брезгли́вое чу́вство hann vamlaðist, hann fekk stikni
бре́зговать	бре́згу|ю, ~ешь, ~ютipf(pfпобре́зговать побре́згу|ю, ~ешь, ~ют)síбре́згать
брезе́нт	Genбрезе́нта, брезе́нтуmsegldúkur [sεlt-]мсогл-ar(материал); presending [-Ꞌsε-]ж0-ar(покрытие)
брезе́нтовый	adjsegldúks- [sεlt-]; брезе́нтовый городо́к tjaldbúðir [tʃʰalp-]нпж0-irмн, teltbýurннкмсогл-ir
бре́зжить	бре́зжитipf bert 3. persónur: в темноте́ бре́зжил огонёк eitt ljós andi í myrkrinum; чуть бре́зжило tað tók at lýsa fyri degi; бре́зжит заря́ tað lýsir fyri degi, tað glíggjar fyri degi, tað glimmar fyri degi
бре́зжиться	ipf bert 3. persónurtlm.síбре́зжить; бре́зжится рассве́т tað lýsir fyri degi
брей...	1.бре́й, бре́йтеimper avбри́ть2.бре́йся, бре́йтесьimper avбри́ться
брейк	[брэ-]mbreakdance [pɹεiktan̊s]м нескл
брейк-да́нс	[брэ-]mbreakdance [pɹεiktan̊s]м нескл
бре́йкер	[брэ-]mbreakdansari [pɹεik-]мгл-ari
бреква́тер	[ -тэр]mbrimgarðurмсогл{a/ø
бре́кет-систе́ма	ftannboyliмгл-i
бре́кеты	m plur(singбре́кет) tannboyliмгл-i
Бре́кзит	[-рэ́-]m síБре́ксит
Бре́ксит	[-рэ́-], (eis. [брэ́гзит])mBrexit [pɹεʰksɪʰt]с нескл
брело́к	mviðhangс0о, charms [tʃʰa-]с0о(дат.0}
Бре́мен	mBremenм0{дат.0}
бре́мен...	бре́мениo.s.fr. síбре́мя
бре́мя	Gen, Dat, Prepбре́мени,Insбре́менем;plurбремена́, бремён, бремена́мnbyrðaжгл-a, byrðiжгл-iкн.; tyngslс0о, tyngslaжгл-a(ос.перен.); изнемога́ть под бре́менем сомне́ниийтжhokna undir byrðuni av iva; быть бре́менемдля кого-л. vera eitt tyngslhjá[tʃʰ-]o-m, vera ein byrðahjá[tʃʰ-]o-m, vera ein kleppurмсогл-arhjá o-m; лежа́ть бре́менемна ком-л.liggja sum ein byrðaá o-m, liggja sum eitt haftс0о{a/ø}á o-m; возложи́ть тяжёлое бре́мяна кого-л. leggja tungar byrðará o-n, leggja tungar byrðar á herðarnará o-m; бре́мя нало́гов skattabyrða =>разреши́ться@
бренд	[-э-]mbrandс0оторг.;vørumerkiсгл-i(марка)
бре́нди	[брэ́-]n indeclbrandy [pɹanti], [pɹænti]с0гл-i
бре́ндинг	[брэ́-]mbrandingж0-arторг.
бре́ндинговый	[брэ́-]adjbranding-торг.
бренди́ровать	[брэ-]бренди́ру|ю, ~ешь, ~ют ipf что-л.brandaaðip-tторг.
бренд-ме́неджер	m[брэ- -нэ-] (eis.[брэ- мэ́нэ-]) brand mager [-manːɪtʃεɹ]м нескл торг., спец.
бре́нд-не́йм	[брэ- нэ́-]mnavn á brandiс0o{a/ø}торг.
бре́ндовый	[брэ-]adjbrand-торг.
бре́нность	fgml.forgeingiligheit [-Ꞌkɔ-]ж0-ir
бре́нный	stfбре́н|ен, ~на, ~но, ~ныadjgml.(тленный) forgeingiligur [-Ꞌkɔ-]глigur, tímiligurглigur; stokkuturсогл(преходящий); на́ша бре́нная жизнь okkara tímiliga lív, stokkuta lív várt =>оста́нки2
бренча́ть	бренч|у́, ~и́шь, ~а́тipf(pfпробренча́тьпробренч|у́, ~и́шь, ~а́т)1.(чем-л.) (звякать) ringlaaði, klirraaði; бренча́ть ключа́ми ringla við lyklunum2.на чём-л.(плохо играть) klimpraaði; бренча́ть на роя́ле hamraaðiá einum klaveri [-Ꞌveː-]
Брест1	Im(в Белоруссии) Brestм0{дат.0}(í Hvítarusslandi) (til 1921Брест-Лито́вск;1921-1939Брест-над-Бу́гом)
Брест2	IIm(в Бретани) Brestм0{дат.0}(í Bretagne)
брести́	бред|у́, ~ёшь, ~у́т;pretбрёл, брел|а́, ~о́, ~и́;partic pret aktбре́дшийdef sbr.броди́ть1.(идти с трудом) toga [tʰuːwa]aði(um tungliga gongd), knossastaði(um tungliga gongd); брести́ по грязи́тжtvassaaðií runu2.(идти медленно) gangaслнe-i-iseigliga [sɔkl-], døllastaði, drunslaaði(лениво)
Брест-Лито́вск	msøg.Brest-Litovsk [-Ꞌtɔfsk]м0{дат.0}, síБрестI
Брест-над-Бу́гом	msøg.Brest-nad-Bugom [-Ꞌbuːkɔm]м0{дат.0}, síБрестI
Бре́стский	adj: Бре́стская кре́пость skansin í Brest (í núverandi Hvítarusslandi;vardi seg í juni 1941 manniliga móti týskum álopum); Бре́стский мир friðurin í Brest-Litovsk [-Ꞌtʰɔfsk] (friðaravtala millum Týskland og Sovjettsamveldið í 1918); Бре́стская у́ния kirkjuuniónin í Brest (samtykt í Brest-Litovsk(í núverandi Hvítarusslandi)í 1596 millum ta katólsku kirkjuna og ta ortodoksu kirkjuna á polskum landaøki í Ukraina og Hvítarusslandi)
Брета́нь	fBretagne [pɹeꞋtʰaɲjɪ]с нескл.
брете́ль	[-тэ́-]f síбрете́лька
брете́лька	[-тэ́-]plurбрете́льки, брете́лек, брете́лькамfstroppurмсогл-ar(á brósthaldara o.tíl.)
бретёр	mgml.bardagamaðurмнепр(serl. um ein,sum yppir klandur,so duellur spyrst burturúr)
брето́нец	Gen, Accбрето́нц|а;plur~цы, ~цев, ~цамmbretonari [-Ꞌtʰoː-]мгл-ari
брето́нка	plurбрето́н|ки, ~ок, ~камfbretonari [-Ꞌtʰoː-]мгл-ari(konufólk)
брето́нский	adjbretonskur [-Ꞌtʰoː-]соглnsk; брето́нский язы́к bretonsktсприлskt
бреха́ть	брешу́, бре́ш|ешь, ~утipf(momentбрехну́тьбрехн|у́, ~ёшь, ~у́т)óvkm.1.(лаять) goyggjaнепр2.fl.(врать) lúgvaслнey-u-o; møsnaaði, tvætlaaði, vrøvlaэнкaði, slutraэнкaði(говорить вздор)
брехли́вый	stfбрехли́в, ~а, о, ~ыadjItlm.(часто лающий) sum goyr illa [ɪtla]II 1.óvkm.(склоннтый к лжи) sum lýgur illa [ɪtla]2.óvkm.(болтающий вздор) sum tvætlar, sum møsnar
брехну́ть	síбреха́ть
брехня́	fóvkm.(враньё) lygnж0-ir; møsnс0о, tvætlс0о, vrøvlэнкс0о, sluturэнкс0осн(вздор)
бреху́н	Gen, Accбрехун|а́;plur~ы́, ~о́в, ~а́мmóvkm.(врун) lygnariмгл-ari, lygivættiсгл-i
брешь	fliðс0о{0<>i}(op), skarðс0о{a/ø}(op), opс0о; брешь в оборо́не eitt holс0оí verjuni; брешь в бюдже́те holс0оí fíggjarætlanini, hall [-tl]с0оí fíggjarætlanini@проби́ть брешьв чём-л. a) (расчистить путь) ruddaaðislóðтжперен.; b)fl.(сделать уязвимым рассуждение и др.) fáaслнe-i-iholá o-t(argumentatión o.a.)
бре́ющий	Ipartic avбритьIIadj: бре́ющий полёт flúgving lágt
бриг	mbriggж0-ir(seglskip)
брига́да	f1.herm.(соединение батальонов) brigada [-Ꞌkaː-]жгл-а(í Russlandi); та́нковая брига́да brigada av tanksum [tʰaŋ̊ks-]ннк, stríðsvognabrigadaнп; брига́да торпе́дных катеро́в brigada av torpedobátum [-Ꞌpʰeː-]; команди́р брига́ды brigadustjóri, ovasti fyri brigadu2.(личный состав в поезде) starvsfólkс0о(í einum toki); поездна́я брига́да starvsfólkið í einum toki3.(рабочий коллектив) arbeiðsliðс0о{0<>i}, gangннкс0опроф.(портовых рабочих и т.п.); brigada [-Ꞌkaː-]жгл-а(í Sovjettsamveldinum um flokk av arbeiðarum,hоndverkarum o.ø. sum saman høvdu ábyrgdina fyri ávísari framleiðslu); па́лубная брига́да deksmanningж0-ar4.jarg.(преступная группировка) brotsmannaliðс0о{0<>i}
бригади́р	m1.(руководитель бригады) arbeiðsformaðurмнепр, oddamaðurмнепрfyri брига́да 2, 32.søg.herm.(военный) brigader [-Ꞌteːɹ]м0-ar(опр-ur), brigadugeneralur [-Ꞌkaːtʊkeːnɪraː-]мсогл-ar
брига́дный	adj1.herm.(кбрига́да 1) brigadu- [-Ꞌka-]; брига́дный генера́л brigadugeneralur [-keːnɪraː-]2.(кбрига́да 2, 3) brigadu- [-Ꞌka-]
бриганти́на	fbrigantina [-Ꞌtʰiː-]жгл-a
бри́дель	(plur eis.бридел|я́, ~е́й, ~я́мfisk.)mfisk.(траловый) breitilм0осн-s,-ar
бридж	mbridge [pɹɪtʃː]с нескл.; игро́к в бридж bridgespælari
бри́джи	бри́дж|ей, ~амplur1.(узкие в голени и коленях брюки) ríðibuksurжгл-aмн2.(короткие спортивные штаны) shorts [ʃɔʂː]с0омн(ið røkka niður á knæ)3.(для похудания) klænkibuksurжгл-aмн
бриджи́ст	mbridgespælari [pɹɪtʃ-]мгл-ari
бриз	m(с моря) havgul [hau-]с0о, lotс0оuttan av havi; gulс0оav landi, lotс0оav landi (с суши); sólvindur [sœlv-]мсогл-ar, sólgul [sœlk-]с0о(бриз,причинённый солнцем); берегово́й бриз gul av landi, lot av landi
бриза́нтный	adjbrisantur [-Ꞌsa-]соглспец.; бриза́нтное взры́вчатое вещество́ brisant spreingievni
бри́ка	f gml.sí бри́чка
брике́т	m(уголь,торф) brikett [-Ꞌkʰεʰtː]ж0-ir, kubbiмгл-i; blokkurмсогл-ar(av frystum fiski) (блок замороженной рыбы); у́гольный брике́т (kol)brikett; кормовы́е брике́ты fóðurbrikett
БРИКС	[брикс]f indeclBRICS [pɹɪʰks]с нескл, BRICS-londini (члены-страны БРИКС)
бриллиа́нт	mbrillantur [pɹɪꞋʎja-]мсогл-ar
бриллиа́нтовый	adjbrillant- [pɹɪꞋʎja-]; бриллиа́нтовый пе́рстень brillantringur [pɹɪꞋʎja-]@бриллиа́нтовая сва́дьбаkrónjuvelbrúdleyp [-pɹɪtlʊʰp]
бриль	m síромб, гла́дкий
брилья́нт	m síбриллиа́нт
брилья́нтовый	adj síбриллиа́нтовый
брит.	брита́нский
брита́нец	Gen, Accбрита́нц|а;plur~цы, ~цев, ~цамmbretiмгл-iкн.,офиц.
Брита́нские острова́	Bretsku [pɹεskʊ] oyggjarnarж0-ar{+}plur
Брита́нский1	Iadj: Брита́нская импе́рия tað bretska [pɹεska] heimsveldið =>содру́жество2
брита́нский2	IIadjbretskur [pɹεsk-]соглskкн.,офиц.; брита́нский лев tað bretska ljóniðкн.
бри́тва	frakiknívurмсогл-ar(нож); rakiblaðс0о{a/ø}{0<>i}(лезвие); безопа́сная бри́тва rakimaskina; электри́ческая бри́тва elektrisk [-Ꞌlε-t] rakimaskina, elektriskt [-Ꞌlεʰt-] barbermaskina [-Ꞌpeː-]
бри́твенный	adjraki-; бри́твенный прибо́р {бри́твенные принадле́жности} rakigreiður [kɹεi-] (тж[kɹai-])жгл-aмн
бритоголо́вый	adjkrúnrakaðurглaður, kannkollaður [-Ꞌkʰɔtl-]глaður
бритт	m søg.bretiмгл-i(kelti í Bretlandi)
бри́тый	partic/adjrakaðurглaður
брить	бре́|ю, ~ешь, ~ютipf(pfпобритьпобре́|ю, ~ешь, ~ют)кого-л.rakaaðio-m, barbera [-Ꞌpeː-]ннкaðio-m; бритьчто-л.rakaaðio-t; брить бо́роду raka skeggið
бритьё	nrakingж0-ar=>ки́сточка1
бри́ться	бре́|юсь, ~ешься, ~ютсяipf(pfпобри́тьсяпобре́/юсь, ~ешься, ~ются) rakaaðisær, barbera [-Ꞌpeː-]ннкaðisær
бри́финг	mstutt kunningж0-ar, briefing [pɹiːf-]ннкж0-arнеформ.
бри́чка	plurбри́ч|ки, ~ек, ~камf slag av løttum hestavogni
бро́вка	plurбро́в|ки, ~ок, ~камf1.dim avбровь2.(край,перегиб) kanturмсогл-ar, tromж0-ir, jaðariмгл-ari
бровь	plurбро́ви, бров|е́й, ~я́мfeygnabrúgvжнепр; густы́е {мохна́тые} бро́ви lodnar eygnabrýr; с густы́ми }мохна́тыми} бровя́ми við lodnum eygnabrúm; со сро́сшимися бровя́ми sambrýnturсогл; подня́ть бро́ви lyfta [lɪʰtːa] eygnabrýrnar [-pɹʊi̯tn-]@попа́сть не в бровь, а (пря́мо) в глазraka seymin á høvdið [hœtːɪ]пог.;на бровя́хtlm.sum stýrir við árпог.(um fullan mann) =>дуга́1,повести́@,подвести́5,хму́рить
